town,greek_name,turkish_name,population,male_population,female_population,district,roc_control,lat,lon,gm_id,is_dimos,population_2006,male_population_2006,female_population_2006,district_raw,subdistrict,municipality,lat_g,lon_g
Mandria ,Μανδριά ,Mandria,107,50,57,Lemesos,True,34.8700469,32.8326114,ChIJsczvEGpH5xQRsciiwD-fDzQ,False,,,,Λεμεσού,,,,
Potamiou,Ποταμιού,Potamiou,36,14,22,Lemesos,True,34.8236864,32.8067249,ChIJeQbo5io_5xQRyjP-Im3WwFQ,False,,,,Λεμεσού,,,,
Omodos,Όμοδος,Omodos,322,148,174,Lemesos,True,34.8489219,32.8077875,ChIJB0OIhbY45xQRE293wO2Hwf4,False,,,,Λεμεσού,,,,
Koilani,Κοιλάνι,Ceylan,216,91,125,Lemesos,True,34.8437635,32.8609064,ChIJhd31o3g45xQRE_4SN_PzuCQ,False,,,,Λεμεσού,,,,
Agios Dimitrios,Άγιος Δημήτριος,Agios Dimitrios,54,15,39,Lemesos,True,34.9255557,32.8093553,ChIJz5f9BLNG5xQRXjdT6alLsgc,False,,,,Λεμεσού,,,,
Palaiomylos,Παλαιόμυλος,Palaiomylos,20,7,13,Lemesos,True,34.9346806,32.8208957,ChIJid3UiadG5xQR-al7SsUWBR8,False,,,,Λεμεσού,,,,
Prodromos,Πρόδρομος,Prodromos,123,53,70,Lemesos,True,34.949966,32.8326008,ChIJNy2YCD5E5xQRTvdLWFnP_Hw,False,,,,Λεμεσού,,,,
Kaminaria,Καμινάρια,Kaminaria,44,19,25,Lemesos,True,34.9279581,32.7837628,ChIJc0za3WpB5xQRMkSc9nmRX8Y,False,,,,Λεμεσού,,,,
Treis Elies,Τρεις Ελιές,Treis Elies,25,11,14,Lemesos,True,34.9328386,32.793992,ChIJRcJv9kRB5xQRWVsHL0aBO28,False,,,,Λεμεσού,,,,
Lemithou,Λεμίθου,Lemithou,88,38,50,Lemesos,True,34.9510501,32.8138436,ChIJO9l4_ghE5xQRChbfMTkv9I0,False,,,,Λεμεσού,,,,
Kato Platres ,Κάτω Πλάτρες ,Kato Platres,148,68,80,Lemesos,True,34.8797205,32.8420213,ChIJ1ex5RVJG5xQR3HwwGL-Vmr8,False,,,,Λεμεσού,,,,
Pano Platres,Πάνω Πλάτρες,Pano Platres,239,109,130,Lemesos,True,34.8880353,32.8643444,ChIJd91UiFNG5xQR6uDkdxHwdfw,False,,,,Λεμεσού,,,,
Foini,Φοινί,Foini,391,173,218,Lemesos,True,34.8938825,32.8365745,ChIJ-ZRJLhhH5xQRrZEXVSNhXf8,False,,,,Λεμεσού,,,,
Amiantos,Αμίαντος,Kato Amiantos,228,114,114,Lemesos,True,34.9173137,32.9370119,ChIJZUQhuyNP5xQRDapaPe7QmAo,False,,,,Λεμεσού,,,,
Agios Theodoros ,Άγιος Θεόδωρος ,Agios Theodoros,65,31,34,Lemesos,True,34.8937915,33.0331615,ChIJ98ixdF9M5xQRbWAG0WLJjHM,False,,,,Λεμεσού,,,,
Agios Ioannis ,Άγιος Ιωάννης ,Agios Ioannis,339,166,173,Lemesos,True,34.6776126,33.0183948,ChIJ9cBYJLMz5xQREOPo955awT8,False,,,,Λεμεσού,,,,
Kato Mylos,Κάτω Μύλος,Kato Milos,50,23,27,Lemesos,True,34.8946913,33.006335,ChIJp6J9rBZM5xQRiwj3c8qZRo4,False,,,,Λεμεσού,,,,
Potamitissa,Ποταμίτισσα,Potamitissa,62,28,34,Lemesos,True,34.9075123,32.9897087,ChIJ-ab0miBM5xQRXb7aqDTD3cw,False,,,,Λεμεσού,,,,
Dymes,Δύμες,Dimes,165,81,84,Lemesos,True,34.91693410000001,32.9843429,ChIJ421DY4NO5xQRNzqfnMovpHQ,False,,,,Λεμεσού,,,,
Pelendri,Πελένδρι,Pelentri,1074,528,546,Lemesos,True,34.8959786,32.96608,ChIJ22ArU7ZO5xQRZWUnLXI-Zrk,False,,,,Λεμεσού,,,,
Agros,Αγρός,Agros,806,403,403,Lemesos,True,34.9173092,33.0177292,ChIJl1i6aLNN5xQRXSMdn60B0XM,False,,,,Λεμεσού,,,,
Agridia,Αγρίδια,Agridia,104,48,56,Lemesos,True,34.9300599,33.0029056,ChIJH1hYNdFN5xQRoOptQYRxT1A,False,,,,Λεμεσού,,,,
Chandria,Χανδριά,Chandria,162,75,87,Lemesos,True,34.9443393,32.9943517,ChIJVRe0suBN5xQRyI2W6ijfpbI,False,,,,Λεμεσού,,,,
Kyperounta,Κυπερούντα,Kyperounta,1516,737,779,Lemesos,True,34.9413934,32.9680834,ChIJp76a9WhO5xQRwJxKh7-B0zA,False,,,,Λεμεσού,,,,
Pafos,Πάφος,Baf,32892,16204,16688,Pafos,True,34.77539489999999,32.4217786,ChIJyeIt9GMG5xQR57X0UP_9BWw,True,,,,Πάφου,,,,
Geroskipou,Γεροσκήπου,Yeroskipou,7878,3904,3974,Pafos,True,34.7600248,32.4533949,ChIJbzlG2MoF5xQR9O7Y185u2jk,True,,,,Πάφου,,,,
Konia,Κονιά,Konya,2209,1094,1115,Pafos,True,34.7851789,32.4588099,ChIJtRwKUsMF5xQRDpzhGp8A9E8,False,,,,Πάφου,,,,
Agia Marinouda,Αγία Μαρινούδα,Agia Marinouda,266,139,127,Pafos,True,34.7599385,32.475741,ChIJtYyTBEsE5xQRMnTU5zh96no,False,,,,Πάφου,,,,
Acheleia,Αχέλεια,Akhelia,145,78,67,Pafos,True,34.7385788,32.4851825,ChIJnRRCMmcE5xQRAsNZOxTU8BA,False,,,,Πάφου,,,,
Chlorakas,Χλώρακας,Chloraka,5356,2673,2683,Pafos,True,34.7988017,32.4084312,ChIJvwDEokkG5xQRSkeJ6_AmTIA,False,,,,Πάφου,,,,
Lempa,Λέμπα,Lempa,506,235,271,Pafos,True,34.8085959,32.4084564,ChIJwz8OHjMG5xQRPEnzDRUH8ZQ,False,,,,Πάφου,,,,
Empa,Έμπα,Emba,4855,2454,2401,Pafos,True,34.8099351,32.4230508,ChIJTZqpaEcG5xQRMn3unzGrtOs,False,,,,Πάφου,,,,
Tremithousa,Τρεμιθούσα,Tremithousa,1041,528,513,Pafos,True,34.8170284,32.4460164,ChIJ5eKHTVMP5xQRUmm-VKdtRBo,False,,,,Πάφου,,,,
Mesa Chorio,Μέσα Χωριό,Mesa Chorio,586,297,289,Pafos,True,34.8090289,32.4616974,ChIJy1Aa91gP5xQRokyWZuXRyuE,False,,,,Πάφου,,,,
Mesogi,Μεσόγη,Mesogi,1689,834,855,Pafos,True,34.8153325,32.4543097,ChIJ-bbs31AP5xQRHcHUbW7GcBY,False,,,,Πάφου,,,,
Tala,Τάλα,Tala,2695,1315,1380,Pafos,True,34.8388506,32.4348263,ChIJW6TwGZEI5xQRlcBdsQ5fTKE,False,,,,Πάφου,,,,
Kissonerga,Κισσόνεργα,Kissonerga,2004,993,1011,Pafos,True,34.8232973,32.4019769,ChIJSxBYldIH5xQRpoZgyX847k4,False,,,,Πάφου,,,,
Kouklia ,Κούκλια ,Sakarya,892,432,460,Pafos,True,34.7085717,32.5767309,ChIJk20cuJ0b5xQRMFs9Wnn01T8,False,,,,Πάφου,,,,
Mandria ,Μανδριά ,Yeşilova,893,456,437,Pafos,True,34.7154419,32.5323996,ChIJK5MBRa8E5xQRUfERenhNlqc,False,,,,Πάφου,,,,
Nikokleia,Νικόκλεια,Nikokleia,121,52,69,Pafos,True,34.7301801,32.5758216,ChIJC-93fgQb5xQRfyUy_MzKxbM,False,,,,Πάφου,,,,
Souskiou,Σουσκιού,Susuz,10,7,3,Pafos,True,34.7332478,32.6024302,ChIJ60MyVEga5xQRyGEhDmES0pI,False,,,,Πάφου,,,,
Timi,Τίμη,Ovalık,1220,603,617,Pafos,True,34.731714,32.5165011,ChIJ83FqBcAE5xQRaUnN7QIKy4A,False,,,,Πάφου,,,,
Agia Varvara ,Αγία Βαρβάρα ,Engindere,172,86,86,Pafos,True,34.7520911,32.5105131,ChIJ1YF8V-AE5xQRdzv0vUQXHVM,False,,,,Πάφου,,,,
Anarita,Αναρίτα,Anarita,876,423,453,Pafos,True,34.7404252,32.5335875,ChIJWXcqntME5xQRbEdonUVRVmw,False,,,,Πάφου,,,,
Marathounta,Μαραθούντα,Marathounta,309,154,155,Pafos,True,34.7911516,32.4879837,ChIJw9Ird4MF5xQRXScC52eENXo,False,,,,Πάφου,,,,
Armou,Άρμου,Armou,600,291,309,Pafos,True,34.7993207,32.4800409,ChIJLcvk94gF5xQRiTZHtDboeCE,False,,,,Πάφου,,,,
Episkopi ,Επισκοπή ,Piskobu,220,103,117,Pafos,True,34.7913403,32.5224084,ChIJdzAt4e0P5xQR7pJM7WQZunE,False,,,,Πάφου,,,,
Nata,Νατά,Nata,181,90,91,Pafos,True,34.781723,32.5664662,ChIJbQn3E5oa5xQRU-Ys7i3FVHc,False,,,,Πάφου,,,,
Choletria,Χολέτρια,Choletria,264,129,135,Pafos,True,34.7637137,32.5989955,ChIJ689YJnQa5xQRZFCJcbCoCZo,False,,,,Πάφου,,,,
Axylou,Αξύλου,Aksulu,61,31,30,Pafos,True,34.8057785,32.563136,ChIJ6XJuHkYQ5xQR8RXEsx3gSDw,False,,,,Πάφου,,,,
Eledio,Ελεδιό,Eledio,44,21,23,Pafos,True,34.8092298,32.568433,ChIJudT3mk4Q5xQRKVuk167MSt8,False,,,,Πάφου,,,,
Tsada,Τσάδα,Tsada,1043,500,543,Pafos,True,34.8386369,32.4748826,ChIJeY9izQMP5xQROCzzUaPchWc,False,,,,Πάφου,,,,
Koili,Κοίλη,Koili,466,235,231,Pafos,True,34.8602383,32.4547343,ChIJ1cpnTM4O5xQRMi1P3Uvb0rk,False,,,,Πάφου,,,,
Stroumpi,Στρουμπί,Stroumpi,540,269,271,Pafos,True,34.8839902,32.4825424,ChIJRQI13igM5xQRSZWIkuTg6Lg,False,,,,Πάφου,,,,
Polemi,Πολέμι,Polemi,848,408,440,Pafos,True,34.8857342,32.5076477,ChIJDxA4-sMN5xQR3SoT4DATcpk,False,,,,Πάφου,,,,
Kallepeia,Καλλέπεια,Kallepia,326,152,174,Pafos,True,34.8461805,32.5006167,ChIJ4a2pZloO5xQRquJIbzTeAmk,False,,,,Πάφου,,,,
Letymvou,Λετύμβου,Letymvou,249,120,129,Pafos,True,34.856678,32.5134516,ChIJ90LWWGsO5xQR4uG9i4BNJRg,False,,,,Πάφου,,,,
Kourdaka,Κούρδακα,Kurtağa,7,4,3,Pafos,True,34.8508634,32.532419,ChIJT6gGPhwO5xQR9-Rpd12Opyw,False,,,,Πάφου,,,,
Lemona,Λεμώνα,Lemona,51,25,26,Pafos,True,34.861236,32.5580041,ChIJ8Rsu2BgS5xQRlgQfQvbR-Sg,False,,,,Πάφου,,,,
Choulou,Χούλου,Choulou,147,59,88,Pafos,True,34.8718331,32.5573602,ChIJHXvfZhYS5xQRKauPEPwFt58,False,,,,Πάφου,,,,
Akoursos,Ακουρσός,Akarsu,22,14,8,Pafos,True,34.8869001,32.4214343,ChIJ_7gnTGgJ5xQRUQ-eUemddKs,False,,,,Πάφου,,,,
Kathikas,Κάθικας,Kathikas,438,222,216,Pafos,True,34.9127034,32.4255259,ChIJxf1xV-4L5xQRVBf1HXh0pvg,False,,,,Πάφου,,,,
Pegeia,Πέγεια,Peyia,3953,1969,1984,Pafos,True,34.8833497,32.3874598,ChIJ43dQmoOn5xQRPJ9JRPjv-8s,True,,,,Πάφου,,,,
Pano Archimandrita,Πάνω Aρχιμανδρίτα,Archimandrita,43,19,24,Pafos,True,34.7508805,32.678098,ChIJu1Dba4MX5xQR9aLrIfiRheU,False,,,,Πάφου,,,,
Fasoula ,Φασούλα ,Fasoula,56,31,25,Pafos,True,34.7605476,32.6261529,ChIJwSBvpKsQ5xQRxNBde6URxnc,False,,,,Πάφου,,,,
Mousere,Μούσερε,Musere,2,1,1,Pafos,True,34.7706678,32.7153863,ChIJQR7wLisW5xQRmlZUm1L6qEI,False,,,,Πάφου,,,,
Mamonia,Μαμώνια,Mamonia,51,23,28,Pafos,True,34.7707116,32.637913,ChIJw9fiKk8X5xQRYgr96FRmGU8,False,,,,Πάφου,,,,
Agios Georgios ,Άγιος Γεώργιος ,Kavaklı,101,57,44,Pafos,True,34.7785071,32.6506835,ChIJV7HvzxcX5xQRJMoYKsfk5Lo,False,,,,Πάφου,,,,
Stavrokonnou,Σταυροκόννου,Aydoğan,56,28,28,Pafos,True,34.7851907,32.6205557,ChIJi96-Kc8Q5xQRbhm7CZPyqLE,False,,,,Πάφου,,,,
Prastio ,Πραστιό ,Yuvalı,8,3,5,Pafos,True,34.7864199,32.6975277,ChIJEeI5PjgW5xQRGQpzlIxmEes,False,,,,Πάφου,,,,
Trachypedoula,Τραχυπέδουλα,Trachypedoula,64,27,37,Pafos,True,34.8005436,32.67903,ChIJCxo-CV4W5xQRKb2XiNVC38s,False,,,,Πάφου,,,,
Kelokedara,Κελοκέδαρα,Kelokedara,193,78,115,Pafos,True,34.812669,32.651683,ChIJRRJohJUW5xQRp7J7y7dez_Y,False,,,,Πάφου,,,,
Salamiou,Σαλαμιού,Salamiou,265,131,134,Pafos,True,34.8402408,32.68935340000001,ChIJWWaNWLAV5xQRTSG0zu3fdVI,False,,,,Πάφου,,,,
Kidasi,Κιδάσι,Ceyhan,11,6,5,Pafos,True,34.8074659,32.7129631,ChIJ9Q0jNwEW5xQRZ8ZyQTgbgck,False,,,,Πάφου,,,,
Kedares,Κέδαρες,Çığır,80,35,45,Pafos,True,34.8363418,32.7363927,ChIJKYObJDc-5xQRxlGUfM1M5Lw,False,,,,Πάφου,,,,
Mesana,Μέσανα,Mesana,31,12,19,Pafos,True,34.8486304,32.7065946,ChIJqQRe0ZwV5xQRIAknJL03eLQ,False,,,,Πάφου,,,,
Praitori,Πραιτώρι,Praitori,23,10,13,Pafos,True,34.8484702,32.7450064,ChIJI6F7PLc_5xQRVNUU4Fnaby0,False,,,,Πάφου,,,,
Filousa ,Φιλούσα ,Philousa Kelokedharon,17,7,10,Pafos,True,34.8519845,32.7429059,ChIJ89hDN7g_5xQRHvC1Zd1cJ84,False,,,,Πάφου,,,,
Arminou,Αρμίνου,Arminou,24,7,17,Pafos,True,34.8618628,32.7205644,ChIJ9RiOwdg_5xQROLkt-VkQK_o,False,,,,Πάφου,,,,
Agios Nikolaos ,Άγιος Νικόλαος ,Esentepe,61,30,31,Pafos,True,34.8610893,32.7538382,ChIJJ_NNz5k_5xQR3nvpc8xSx1M,False,,,,Πάφου,,,,
Agios Ioannis ,Άγιος Ιωάννης ,Aydın,29,12,17,Pafos,True,34.8680543,32.6913444,ChIJzyEZORIV5xQRCZMLuk8q3nA,False,,,,Πάφου,,,,
Amargeti,Αμαργέτη,Amargeti,209,83,126,Pafos,True,34.8243445,32.5819849,ChIJ7VUdgaER5xQRp92UkMfzT1s,False,,,,Πάφου,,,,
Agia Marina ,Αγία Μαρίνα ,Agia Marina,37,15,22,Pafos,True,34.8286879,32.6143271,ChIJBeVoF0UR5xQR0Fg4DxRXyLY,False,,,,Πάφου,,,,
Pentalia,Πενταλιά,Pentalia,63,31,32,Pafos,True,34.8557334,32.6205763,ChIJkQpYp_MT5xQRMfBBMZ-ttyU,False,,,,Πάφου,,,,
Faleia,Φάλεια,Gökçebel,2,2,0,Pafos,True,34.8598345,32.5892388,ChIJj37GZc4T5xQR3Wcb0rOIyQA,False,,,,Πάφου,,,,
Galataria,Γαλαταριά,Yoğurtçular,56,26,30,Pafos,True,34.8767607,32.6315142,ChIJv_x8HoEU5xQRlQLAe8yfaP8,False,,,,Πάφου,,,,
Koilineia,Κοιλίνεια,Koilineia,39,17,22,Pafos,True,34.8838038,32.6311071,ChIJE5gvFIMU5xQROW-KrTBrlN0,False,,,,Πάφου,,,,
Vretsia,Βρέτσια,Dağaşan,1,1,0,Pafos,True,34.8919505,32.6584646,ChIJi-GPksMU5xQRQAxPJLdfSl4,False,,,,Πάφου,,,,
Statos-Agios Fotios,Στατός-Άγιος Φώτιος,Statos,243,106,137,Pafos,True,34.8908714,32.6100276,ChIJb_gB9m0T5xQRBUiMwyox43s,False,,,,Πάφου,,,,
Mamountali,Μαμούνταλη,Soğucak,18,10,8,Pafos,True,34.9182126,32.6185085,ChIJh4DYu1IT5xQRshEWw5AhtHk,False,,,,Πάφου,,,,
Pano Panagia,Πάνω Παναγιά,Pano Panagia,481,234,247,Pafos,True,34.9183849,32.6312675,ChIJf9rKwU1r5xQRyU-Ox8F7sxE,False,,,,Πάφου,,,,
Asprogia,Ασπρογιά,Aktepe,60,31,29,Pafos,True,34.9234331,32.6146158,ChIJgVGdZbJs5xQRcZ2fCcOPj_A,False,,,,Πάφου,,,,
Psathi,Ψάθι,Psathi,110,55,55,Pafos,True,34.8991387,32.5319407,ChIJR3HTRoQN5xQRacgN5RQQev8,False,,,,Πάφου,,,,
Agios Dimitrianos,Άγιος Δημητριανός,Agios Dimitrianos,91,42,49,Pafos,True,34.9059984,32.5491193,ChIJnV8KDI8S5xQR2BS5dzoY-OI,False,,,,Πάφου,,,,
Kannaviou,Κανναβιού,Kannaviou,175,87,88,Pafos,True,34.9143807,32.5736517,ChIJ8f4S4twS5xQRp6lhuuvb368,False,,,,Πάφου,,,,
Thrinia,Θρινιά,Thrinia,55,27,28,Pafos,True,34.9155537,32.5292338,ChIJTU8OJWUN5xQRxqPxal6ZthY,False,,,,Πάφου,,,,
Milia ,Μηλιά ,Milia,14,7,7,Pafos,True,34.9199155,32.5406498,ChIJyZlJr58S5xQRJtX1Dd71t7k,False,,,,Πάφου,,,,
Kritou Marottou,Κρίτου Μαρόττου,Kritou Marottou,85,46,39,Pafos,True,34.9264302,32.5627575,ChIJ90imWcgS5xQRM_YxAlrtldY,False,,,,Πάφου,,,,
Fyti,Φύτη,Fyti,150,74,76,Pafos,True,34.9287321,32.5437806,ChIJVbGq9LES5xQRO6msXd1mRSk,False,,,,Πάφου,,,,
Lasa,Λάσα,Lasa,67,22,45,Pafos,True,34.9247093,32.5264217,ChIJQWFljWcN5xQRwVSi8jpgL7A,False,,,,Πάφου,,,,
Drymou,Δρύμου,Drymou,110,52,58,Pafos,True,34.9249699,32.5138505,ChIJQSFGoBQN5xQRigiQCA3XB_c,False,,,,Πάφου,,,,
Simou,Σίμου,Simou,185,90,95,Pafos,True,34.9413377,32.5043632,ChIJo8j2vToN5xQRaRikXzmbvTI,False,,,,Πάφου,,,,
Anadiou,Αναδιού,Görmeli,17,9,8,Pafos,True,34.9441646,32.5655461,ChIJ96o4Jzpt5xQRLt2jTjPcLEs,False,,,,Πάφου,,,,
Sarama,Σαραμά,Kuşluca,2,2,0,Pafos,True,34.9564109,32.5293492,ChIJPf0Jd6Vy5xQRp1LucKssDoE,False,,,,Πάφου,,,,
Eyretou,Ευρέτου,Dereboyu,3,1,2,Pafos,True,34.9608642,32.4851742,ChIJt23K4ixz5xQRYVdiqtNAKaQ,False,,,,Πάφου,,,,
Filousa ,Φιλούσα ,Filousa,31,12,19,Pafos,True,34.9736336,32.5039406,ChIJj_nQYOhy5xQR6-XABiwIfYU,False,,,,Πάφου,,,,
Meladeia,Μελάδεια,Malatya,17,9,8,Pafos,True,34.9882599,32.5059663,ChIJCRuV8PZy5xQRPtHDBTy1Jsc,False,,,,Πάφου,,,,
Melandra,Μελάνδρα,Beşiktepe,2,2,0,Pafos,True,34.9891662,32.5252841,ChIJ89aZOGNy5xQRn5pWUfjFWZ0,False,,,,Πάφου,,,,
Lysos,Λυσός,Lysos,205,95,110,Pafos,True,34.9950847,32.5118457,ChIJSRkPNVxy5xQR6nPsiq1GRVM,False,,,,Πάφου,,,,
Peristerona ,Περιστερώνα ,Peristerona,302,151,151,Pafos,True,34.9903928,32.4894814,ChIJh2MszQNz5xQRwiUss6zz4Ps,False,,,,Πάφου,,,,
Theletra,Θελέτρα,Theletra,269,130,139,Pafos,True,34.9097587,32.4506238,ChIJnQdyb3UM5xQREWoBx9hxa_w,False,,,,Πάφου,,,,
Giolou,Γιόλου,Giolou,762,371,391,Pafos,True,34.9220437,32.4773453,ChIJXeES2_UM5xQRdlM9Zse4O3U,False,,,,Πάφου,,,,
Pano Akourdaleia,Πάνω Ακουρδάλεια,Yukarı Kardali,44,18,26,Pafos,True,34.9418405,32.4442421,ChIJAdgmTqEM5xQR7drKQFX2_sM,False,,,,Πάφου,,,,
Miliou,Μηλιού,Milia,89,41,48,Pafos,True,34.9199155,32.5406498,ChIJyZlJr58S5xQRJtX1Dd71t7k,False,,,,Πάφου,,,,
Kato Akourdaleia,Κάτω Ακουρδάλεια,Aşağı Kardali,65,29,36,Pafos,True,34.9525454,32.4510228,ChIJAdgmTqEM5xQRKye1GFrMOjk,False,,,,Πάφου,,,,
Tera,Τέρα,Çakırlar,36,16,20,Pafos,True,34.9665212,32.4252917,ChIJy74U_0cL5xQR4vgrxQbKHFo,False,,,,Πάφου,,,,
Kritou Tera,Κρίτου Τέρα,Kritou Tera,86,36,50,Pafos,True,34.9563636,32.4221575,ChIJradWFhUL5xQRdO494BYHcRY,False,,,,Πάφου,,,,
Skoulli,Σκούλλη,Skoulli,65,29,36,Pafos,True,34.9805895,32.4511485,ChIJvYg4015z5xQRs9hM8NBQo1c,False,,,,Πάφου,,,,
Choli,Χόλη,Choli,83,42,41,Pafos,True,34.9798091,32.4432561,ChIJQxX9Dqh05xQRE-ZA787HjjI,False,,,,Πάφου,,,,
Loukrounou,Λουκρούνου,Olukönü,4,2,2,Pafos,True,34.9525261,32.4643859,ChIJOyE2m7kM5xQR7Zz06XYIf6g,False,,,,Πάφου,,,,
Karamoullides,Καραμούλληδες,Karamulla,33,17,16,Pafos,True,34.9974219,32.4460161,ChIJ48bvnZ105xQRVTqRxje6KG4,False,,,,Πάφου,,,,
Chrysochou,Χρυσοχού,Altıncık,132,61,71,Pafos,True,35.0028267,32.4415719,ChIJ1eJGl4R05xQRO5RlngWFrjo,False,,,,Πάφου,,,,
Polis ,Πόλις ,Polis Crysochous,2018,1028,990,Pafos,True,35.0339441,32.4253751,ChIJG4zmlxR05xQR7lc0vj1h-YQ,True,,,,Πάφου,,,,
Neo Chorio ,Νέο Χωριό ,Neo Chorio,519,248,271,Pafos,True,35.0262351,32.3649403,ChIJea2hkHl15xQRUNiWWiso9y4,False,,,,Πάφου,,,,
Goudi,Γουδί,Goudi,204,96,108,Pafos,True,34.9917688,32.4422174,ChIJl1_l_6F05xQRPeYa8V0qi6U,False,,,,Πάφου,,,,
Kato Arodes,Κάτω Αρόδες,Aşağı Kalkanlı,39,18,21,Pafos,True,34.9402845,32.402483,ChIJ-XNtIKsL5xQRcNp9NnY3k4Y,False,,,,Πάφου,,,,
Pano Arodes,Πάνω Αρόδες,Yukarı Kalkanlı,135,63,72,Pafos,True,34.9365816,32.4084331,ChIJOXmOpa4L5xQRz8u8YCVxJuI,False,,,,Πάφου,,,,
'Ineia,'Ινεια,Ineia,385,204,181,Pafos,True,34.9560179,32.3929482,ChIJqXomLvsK5xQR5cJF_z1rsus,False,,,,Πάφου,,,,
Drouseia,Δρούσεια,Drouseia,405,205,200,Pafos,True,34.9627965,32.3975751,ChIJ-7zq4-AK5xQR2vKa6C0aBNo,False,,,,Πάφου,,,,
Androlikou,Ανδρολίκου,Gündoğdu,34,23,11,Pafos,True,34.9986703,32.3816437,ChIJBQr6njd15xQRjubkMrKBafM,False,,,,Πάφου,,,,
Pelathousa,Πελαθούσα,Karaağaç,57,29,28,Pafos,True,35.0274576,32.4755946,ChIJBcAgfsRz5xQRvTz55AITJ5Q,False,,,,Πάφου,,,,
Kynousa,Κυνούσα,Kynousa,71,33,38,Pafos,True,35.0322713,32.5072741,ChIJ7TLMHIlx5xQRHYZZF9C0fvU,False,,,,Πάφου,,,,
Makounta,Μακούντα,Yakacık,116,68,48,Pafos,True,35.050278,32.4862995,ChIJD-_WTnFx5xQRKOc-Jl7jBzo,False,,,,Πάφου,,,,
Argaka,Αργάκα,Argaka,1078,556,522,Pafos,True,35.0656694,32.4890747,ChIJ6dyG7gdx5xQRGTa8bXJr5_Y,False,,,,Πάφου,,,,
Gialia,Γιαλιά,Yayla,202,103,99,Pafos,True,35.0959515,32.532579,ChIJI9tyTRBw5xQR108fBLVy6pI,False,,,,Πάφου,,,,
Agia Marina ,Αγία Μαρίνα ,Agia Marina Chrysochous,647,312,335,Pafos,True,35.119776,32.5132347,ChIJuUSLnLx65xQRhYWEs0TSmAI,False,,,,Πάφου,,,,
Nea Dimmata,Νέα Δήμματα,Nea Dimmata,50,26,24,Pafos,True,35.1352796,32.5216363,ChIJz_RAJdt65xQRoe5ziti3GrU,False,,,,Πάφου,,,,
Pomos,Πομός,Pomos,448,233,215,Pafos,True,35.1611706,32.5455055,ChIJ6SZ72sVk5xQR4oQyXLzAHi8,False,,,,Πάφου,,,,
Steni,Στενή,Steni,173,79,94,Pafos,True,34.9982246,32.4718991,ChIJZ9pLEAtz5xQRKbn9mOItHS8,False,,,,Πάφου,,,,
